,Unnamed: 0,pickup_loc_lat,pickup_loc_lon,dropoff_loc_lat,dropoff_loc_lon,pickup_time_day_of_week_sin,pickup_time_day_of_week_cos,pickup_time_of_day_sin,pickup_time_of_day_cos
6534300,6534300,-73.96990966796875,40.75312042236328,-73.9788818359375,40.7368392944336,0.8660254037844386,0.5000000000000001,-0.9862856015372312,0.1650476058606778
5978782,5978782,-73.97164154052734,40.75408172607422,-73.96128845214845,40.758499145507805,0.8660254037844387,-0.4999999999999998,-0.6915130557822692,0.7223639620597557
7020951,7020951,-74.0072021484375,40.70854949951172,-73.97859954833984,40.75323867797852,-0.8660254037844386,0.5000000000000001,0.8433914458128858,-0.5372996083468236
449152,449152,-73.9832763671875,40.76449966430664,-73.9617462158203,40.77977752685546,-0.8660254037844386,0.5000000000000001,-0.1693495038490245,-0.9855560590580776
5496564,5496564,-73.98464965820312,40.746070861816406,-73.99230194091797,40.7492790222168,0.0,1.0,-0.1045284632676534,0.9945218953682732
9895740,9895740,-73.99855804443358,40.72462844848633,-73.99326324462889,40.71930313110352,-0.8660254037844384,-0.5000000000000004,-0.2334453638559057,-0.9723699203976766
8842032,8842032,-73.99197387695312,40.72579956054688,-73.98856353759764,40.74893569946289,-0.8660254037844386,0.5000000000000001,0.8788171126619654,0.4771587602596084
1873980,1873980,-73.98788452148438,40.72855758666992,-73.98259735107422,40.723289489746094,-0.8660254037844386,0.5000000000000001,-0.0261769483078735,0.9996573249755571
7479146,7479146,-73.99777984619139,40.73600769042969,-73.97720336914062,40.7534294128418,-2.4492935982947064e-16,1.0,0.2292003909224145,-0.9733792584604484
5279708,5279708,-73.99417877197266,40.751331329345696,-73.97518157958984,40.741374969482415,0.8660254037844387,-0.4999999999999998,0.8457278217039732,-0.5336145159156115
10041287,10041287,-73.98045349121092,40.73728942871094,-73.94615173339844,40.777618408203125,-0.8660254037844386,0.5000000000000001,0.569996762596303,0.8216469379421637
189781,189781,-73.97150421142578,40.78722381591797,-73.99330139160156,40.75749588012695,-0.8660254037844384,-0.5000000000000004,0.3826834323650899,-0.9238795325112868
1392800,1392800,-73.9591293334961,40.763328552246094,-73.97957611083984,40.74385833740234,1.2246467991473532e-16,-1.0,0.6360782202777642,-0.7716245833877198
1929594,1929594,-74.00570678710938,40.70650863647461,-73.98863220214844,40.7587776184082,-2.4492935982947064e-16,1.0,0.4422886902190013,-0.8968727415326883
1630236,1630236,-73.95633697509764,40.777881622314446,-73.95966339111328,40.776870727539055,-0.8660254037844384,-0.5000000000000004,-0.9997620270799092,-0.0218148850345608
1932073,1932073,-73.98155975341797,40.77885055541992,-73.98085021972656,40.78224563598633,-2.4492935982947064e-16,1.0,0.354291037997716,-0.9351352096860116
7461089,7461089,-73.96308135986328,40.79391860961913,-73.97466278076173,40.790653228759766,-2.4492935982947064e-16,1.0,0.5075383629607044,-0.8616291604415256
4769716,4769716,-73.99321746826173,40.75152587890625,-73.98128509521484,40.76224899291992,0.8660254037844386,0.5000000000000001,-0.999914327574007,-0.0130895955713446
5877027,5877027,-73.99185943603516,40.74666595458984,-73.9871368408203,40.76091384887695,-0.8660254037844384,-0.5000000000000004,-0.9135454576426008,0.4067366430758005
